INSERT INTO 'recipe' (result, first_ingredient, second_ingredient) VALUES ('fire', 'fire', 'alcohol'),
 ('fire', 'fire', 'coal'),
 ('treehouse', 'tree', 'wood'),
 ('trojan horse', 'wood', 'horse'),
 ('trojan horse', 'horse', 'statue'),
 ('tsunami', 'ocean', 'earthquake'),
 ('tsunami', 'sea', 'earthquake'),
 ('tsunami', 'ocean', 'explosion'),
 ('tsunami', 'sea', 'explosion'),
 ('tsunami', 'ocean', 'meteor'),
 ('tsunami', 'sea', 'meteor'),
 ('tunnel', 'mountain', 'cave'),
 ('tunnel', 'hill', 'cave'),
 ('tunnel', 'mountain range', 'cave'),
 ('turtle', 'sand', 'egg'),
 ('turtle', 'beach', 'animal'),
 ('turtle', 'lizard', 'beach'),
 ('turtle', 'egg', 'beach'),
 ('twilight', 'day', 'night'),
 ('twilight', 'time', 'day'),
 ('tyrannosaurus rex', 'meat', 'dinosaur'),
 ('tyrannosaurus rex', 'blood', 'dinosaur'),
 ('tyrannosaurus rex', 'dinosaur', 'monarch'),
 ('ufo', 'alien', 'spaceship'),
 ('ufo', 'sky', 'alien'),
 ('ufo', 'alien', 'container'),
 ('unicorn', 'horse', 'legend'),
 ('unicorn', 'rainbow', 'horse'),
 ('unicorn', 'double rainbow!', 'horse'),
 ('unicorn', 'horse', 'story'),
 ('unicorn', 'horse', 'magic'),
 ('universe', 'galaxy cluster', 'galaxy cluster'),
 ('universe', 'space', 'container'),
 ('universe', 'galaxy cluster', 'container'),
 ('vampire', 'human', 'blood'),
 ('vampire', 'human', 'vampire'),
 ('vampire', 'human', 'bat'),
 ('vase', 'plant', 'pottery'),
 ('vase', 'pottery', 'flower'),
 ('vase', 'rose', 'container'),
 ('vase', 'flower', 'container'),
 ('vase', 'pottery', 'rose'),
 ('vase', 'rose', 'bottle'),
 ('vase', 'flower', 'bottle'),
 ('vase', 'plant', 'bottle'),
 ('vegetable', 'field', 'farmer'),
 ('vegetable', 'forest', 'farmer'),
 ('vegetable', 'plant', 'farmer'),
 ('vegetable', 'plant', 'field'),
 ('vegetable', 'plant', 'domestication'),
 ('village', 'house', 'house'),
 ('village', 'family', 'family'),
 ('village', 'house', 'container'),
 ('village', 'bakery', 'container'),
 ('village', 'house', 'bakery'),
 ('vine', 'rope', 'rainforest'),
 ('vine', 'thread', 'rainforest'),
 ('vinegar', 'wine', 'oxygen'),
 ('vinegar', 'air', 'wine'),
 ('vinegar', 'time', 'wine'),
 ('volcano', 'lava', 'mountain'),
 ('volcano', 'fire', 'mountain'),
 ('volcano', 'pressure', 'mountain'),
 ('volcano', 'earth', 'lava'),
 ('volcano', 'lava', 'hill'),
 ('volcano', 'fire', 'hill'),
 ('volcano', 'pressure', 'hill'),
 ('volcano', 'lava', 'container'),
 ('vulture', 'bird', 'corpse'),
 ('vulture', 'corpse', 'eagle'),
 ('vulture', 'corpse', 'hummingbird'),
 ('vulture', 'corpse', 'owl'),
 ('vulture', 'corpse', 'pigeon'),
 ('vulture', 'corpse', 'penguin'),
 ('vulture', 'chicken', 'corpse'),
 ('vulture', 'corpse', 'duck'),
 ('vulture', 'bird', 'desert'),
 ('vulture', 'desert', 'eagle'),
 ('vulture', 'desert', 'hummingbird'),
 ('vulture', 'desert', 'owl'),
 ('vulture', 'desert', 'pigeon'),
 ('vulture', 'desert', 'penguin'),
 ('vulture', 'desert', 'duck'),
 ('wall', 'brick', 'brick'),
 ('wall', 'wood', 'wood'),
 ('wall', 'stone', 'stone'),
 ('wand', 'wood', 'wizard'),
 ('wand', 'sword', 'wizard'),
 ('wand', 'tool', 'wizard'),
 ('wand', 'pencil', 'wizard'),
 ('warmth', 'air', 'heat'),
 ('warmth', 'human', 'heat'),
 ('warrior', 'human', 'sword'),
 ('warrior', 'human', 'bow'),
 ('water lily', 'pond', 'flower'),
 ('water lily', 'flower', 'puddle'),
 ('water lily', 'flower', 'lake'),
 ('water lily', 'flower', 'stream'),
 ('water pipe', 'water', 'pipe'),
 ('waterfall', 'mountain', 'river'),
 ('waterfall', 'river', 'mountain range'),
 ('waterfall', 'river', 'hill'),
 ('waterfall', 'mountain', 'lake'),
 ('waterfall', 'mountain range', 'lake'),
 ('waterfall', 'lake', 'hill'),
 ('wave', 'ocean', 'wind'),
 ('wave', 'ocean', 'storm'),
 ('wave', 'sea', 'wind'),
 ('wave', 'sea', 'storm'),
 ('wave', 'wind', 'lake'),
 ('wave', 'storm', 'lake'),
 ('wave', 'ocean', 'hurricane'),
 ('wave', 'sea', 'hurricane'),
 ('wave', 'lake', 'hurricane'),
 ('wax', 'bee', 'beehive'),
 ('wax', 'wall', 'beehive'),
 ('wax', 'blade', 'beehive'),
 ('wax', 'sword', 'beehive'),
 ('wax', 'tool', 'beehive'),
 ('web', 'thread', 'spider'),
 ('web', 'cotton', 'spider'),
 ('web', 'fabric', 'spider'),
 ('web', 'spider', 'net'),
 ('werewolf', 'human', 'wolf'),
 ('werewolf', 'human', 'werewolf'),
 ('wheat', 'grass', 'domestication'),
 ('wheat', 'farmer', 'grass'),
 ('wheat', 'field', 'grass'),
 ('wheel', 'tool', 'motion'),
 ('wheel', 'stone', 'motion'),
 ('wheel', 'metal', 'motion'),
 ('wheel', 'steel', 'motion'),
 ('wheel', 'water', 'tool'),
 ('wheel', 'tool', 'stream'),
 ('wheel', 'tool', 'river'),
 ('wild boar', 'animal', 'pig'),
 ('wild boar', 'forest', 'pig'),
 ('wild boar', 'pig', 'hill'),
 ('wind', 'air', 'motion'),
 ('wind', 'atmosphere', 'motion'),
 ('wind', 'air', 'pressure'),
 ('wine', 'fruit', 'alcohol'),
 ('witch', 'wizard', 'broom'),
 ('witch', 'human', 'broom'),
 ('witch', 'broom', 'legend'),
 ('witch', 'story', 'broom'),
 ('witch', 'broom', 'magic'),
 ('witch', 'broom', 'cauldron'),
 ('witch', 'cauldron', 'legend'),
 ('witch', 'story', 'cauldron'),
 ('wizard', 'human', 'magic'),
 ('wizard', 'human', 'rainbow'),
 ('wizard', 'human', 'double rainbow!'),
 ('wizard', 'human', 'unicorn'),
 ('wolf', 'moon', 'animal'),
 ('wolf', 'animal', 'dog'),
 ('wolf', 'forest', 'dog'),
 ('wolf', 'blood', 'dog'),
 ('wood', 'tree', 'tool'),
 ('wood', 'tree', 'axe'),
 ('wood', 'tree', 'sword'),
 ('wood', 'tool', 'forest'),
 ('wood', 'axe', 'forest'),
 ('woodpecker', 'bird', 'wood'),
 ('woodpecker', 'tree', 'bird'),
 ('woodpecker', 'bird', 'forest'),
 ('wool', 'tool', 'sheep'),
 ('wool', 'scissors', 'sheep'),
 ('wool', 'blade', 'sheep'),
 ('yeti', 'mountain', 'story'),
 ('yeti', 'story', 'mountain range'),
 ('yeti', 'glacier', 'story'),
 ('yeti', 'antarctica', 'story'),
 ('yeti', 'mountain', 'legend'),
 ('yeti', 'mountain range', 'legend'),
 ('yeti', 'glacier', 'legend'),
 ('yeti', 'antarctica', 'legend'),
 ('yogurt', 'milk', 'bacteria'),
 ('zombie', 'life', 'corpse'),
 ('zombie', 'corpse', 'story'),
 ('zombie', 'corpse', 'bacteria'),
 ('zombie', 'human', 'zombie');
